file name HJD fitMean fitMeanErr fitDepth fitDepthErr fitWidth fitWidthErr fitCont fitContErr fitResidual fitEQW fitIntegral fitIntegralErr centroid EQW halfmax FWHM LHM RHM EMAX FWEM LEM REM skewness skewErr kurtosis kurtErr
d40075 RUPsc 2459131.98902618 3898.675389 146.780295 -0.290463 89.602432 0.084459 0.041798 0.856206 0.005611 0.099818 0.073521 0.071821 22.155319 3898.689032 0.094686 0.757692 0.293356 0.455317 0.544683 0.951538 0.383068 0.554817 0.445183 0.255833 0.004368 -0.659031 0.015422
d40076 RUPsc 2459132.00166123 3897.843471 0.063067 3.759424 0.979287 0.054955 0.010029 0.910866 0.045587 7.364696 -0.984848 -0.568540 -0.180826 3897.848635 -0.900469 2.906336 0.281931 0.525370 0.474630 1.381267 0.281931 0.525370 0.474630 -1.068933 0.024090 -0.685024 0.054765
d50042 RUPsc 2459132.62639989 3898.514143 4.375175 -0.376951 3.452876 0.133363 0.024503 1.018921 0.013981 0.068332 0.121335 0.123672 1.133064 3898.471527 0.081638 0.843507 0.428225 0.584687 0.415313 0.968701 0.454431 0.608637 0.391363 -0.289314 0.010595 -0.942761 0.023694
d50043 RUPsc 2459132.63907541 3898.509347 nan -0.332912 nan 0.137726 nan 1.021170 nan 0.029210 0.099094 0.112548 nan 3898.494669 0.057930 0.886136 0.350065 0.558067 0.441933 0.977227 0.399617 0.612866 0.387134 -0.263810 0.018557 -0.650247 0.021594
d50044 RUPsc 2459132.65170961 3898.551315 3.871778 -0.348390 2.824847 0.133288 0.018188 0.969319 0.010260 0.025418 0.102508 0.120082 0.973799 3898.510595 0.084377 0.810606 0.329539 0.483813 0.516187 0.962121 0.470724 0.638634 0.361366 -0.340714 0.014877 -0.720911 0.009118
d50045 RUPsc 2459132.66438273 3898.548555 nan -0.301693 nan 0.138538 nan 0.925847 nan 0.019148 0.095853 0.113158 nan 3898.487225 0.099231 0.832025 0.417759 0.536876 0.463124 0.966405 0.484129 0.600366 0.399634 -0.455620 0.013961 -0.567682 0.025557
d50047 RUPsc 2459132.68000888 3898.567329 nan -0.568052 nan 0.462812 nan 1.288703 nan 7.662570 0.129564 0.511364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50048 RUPsc 2459132.6926601 3898.577204 2.086162 -0.360089 1.571898 0.128792 0.020058 0.989190 0.011461 0.022694 0.111292 0.117520 0.513335 3898.567812 0.084859 0.801583 0.310694 0.458354 0.541646 0.960317 0.419044 0.580483 0.419517 -0.206881 0.015897 -0.539799 0.016099
d50049 RUPsc 2459132.70544696 3898.544879 1.167422 -0.299435 0.743661 0.118779 0.027198 0.963046 0.016124 0.037463 0.095222 0.092573 0.230884 3898.595273 0.082372 0.810514 0.305400 0.463238 0.536762 0.962103 0.478311 0.624386 0.375614 -0.345115 0.013442 -0.464295 0.025615
d50050 RUPsc 2459132.71820547 3897.085370 nan 8.023834 nan 6.369784 nan -7.008128 nan 0.030557 -0.031851 18.280774 nan 3898.508405 0.106411 0.889632 0.348804 0.235879 0.764121 0.977926 0.405148 0.342146 0.657854 nan nan nan nan
d50052 RUPsc 2459132.73394112 3898.664083 1.225875 -0.317414 0.793739 0.156197 0.037214 0.987200 0.016725 0.032405 0.101601 0.125887 0.316225 3898.666604 0.076994 0.796683 0.286392 0.519805 0.480195 0.959337 0.418775 0.671605 0.328395 -0.359678 0.022267 -0.539653 0.029560
d50053 RUPsc 2459132.74673088 3898.676873 1.624531 -0.361412 1.216920 0.146097 0.030669 0.991009 0.015512 0.035884 0.101558 0.133554 0.450566 3898.715310 0.074953 0.814754 0.321135 0.625879 0.374121 0.962951 0.399890 0.699560 0.300440 -0.178420 0.015439 -0.795715 0.013491
d50054 RUPsc 2459132.75946233 3898.712003 6.291291 -0.400604 5.298615 0.116886 0.025958 0.977689 0.015714 0.030993 0.107996 0.120051 1.588086 3898.693779 0.086143 0.799788 0.293720 0.445302 0.554698 0.959958 0.412646 0.580757 0.419243 -0.224791 0.018710 -0.734115 0.017728
d50055 RUPsc 2459132.77222035 3897.136092 0.384548 0.235878 0.148267 0.362436 0.365298 0.853041 0.032334 0.053406 0.358009 -0.251210 -0.298398 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50057 RUPsc 2459132.7882355 3898.750804 nan -0.334334 nan 0.123996 nan 0.934147 nan 0.037585 0.091827 0.111240 nan 3898.740711 0.089523 0.768189 0.275416 0.438473 0.561527 0.953638 0.384962 0.598262 0.401738 -0.134718 0.012317 -0.753316 0.017252
d50058 RUPsc 2459132.80100343 3897.132066 0.436781 0.243068 0.163524 0.365969 0.420695 0.833921 0.030120 0.059269 0.368265 -0.267385 -0.356136 3898.174589 0.036483 0.985861 0.489974 0.935457 0.064543 0.997172 0.494323 0.936025 0.063975 -0.227854 0.012076 -1.000508 0.010397
d50059 RUPsc 2459132.81363024 3897.860672 nan -27.257169 nan 5.572504 nan 28.081018 nan 0.388852 0.002792 13.558393 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50060 RUPsc 2459132.82634724 3898.795668 nan -0.339870 nan 0.160006 nan 0.988687 nan 0.039174 0.101408 0.137873 nan 3898.826626 0.076377 0.781297 0.270060 0.582231 0.417769 0.956259 0.440144 0.701487 0.298513 -0.324514 0.016351 -0.409225 0.039032
d50062 RUPsc 2459132.84216545 3901.768826 nan -4.283003 nan 9.248641 nan 4.831411 nan 0.064732 0.090504 20.551438 nan 3898.577800 0.148076 1.114087 1.783179 0.788740 0.211260 1.022817 0.434249 0.132491 0.867509 -0.025598 0.009523 -1.192124 0.011827
d50063 RUPsc 2459132.85490903 3896.328890 nan 11.227065 nan 10.450998 nan -10.171487 nan 0.044765 -0.033660 28.915419 nan 3898.530837 0.185221 0.995127 0.469877 0.031657 0.968343 0.999025 0.469877 0.031657 0.968343 nan nan nan nan
d50064 RUPsc 2459132.86761632 3897.318319 0.211246 0.201631 0.123051 0.273048 0.187372 0.859834 0.028979 0.041910 0.310602 -0.160499 -0.147392 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50065 RUPsc 2459132.88036003 3898.843928 0.962014 -0.339714 0.672059 0.156716 0.032830 0.987642 0.016132 0.035008 0.110081 0.135119 0.268801 3898.869327 0.085524 0.790816 0.318828 0.536311 0.463689 0.958163 0.398592 0.629102 0.370898 -0.270032 0.010653 -0.556873 0.022713
d50067 RUPsc 2459132.89671795 3898.885635 6.489816 -0.386352 5.254563 0.127012 0.028926 0.957899 0.015777 0.032790 0.113511 0.128410 1.746682 3898.836857 0.099826 0.803796 0.325743 0.454082 0.545918 0.960759 0.464108 0.616838 0.383162 -0.337339 0.018461 -0.623503 0.026950
d50068 RUPsc 2459132.90961236 3898.845035 2.191124 -0.362150 1.649306 0.140519 0.028723 0.996964 0.013238 0.030957 0.109063 0.127948 0.583290 3898.813630 0.079118 0.815403 0.283040 0.400331 0.599669 0.963081 0.456163 0.627917 0.372083 -0.337857 0.012880 -0.640021 0.023740
d50069 RUPsc 2459132.92238525 3898.815290 nan -0.346196 nan 0.126136 nan 0.990768 nan 0.024861 0.099448 0.110478 nan 3898.794897 0.072121 0.825051 0.323869 0.514810 0.485190 0.965010 0.389137 0.596189 0.403811 -0.111594 0.010996 -0.906977 0.009674
d50070 RUPsc 2459132.93578757 3898.766597 0.986543 -0.331336 0.686977 0.133065 0.019293 1.004897 0.010159 0.019112 0.102869 0.109977 0.228578 3898.771365 0.069133 0.824931 0.337923 0.511404 0.488596 0.964986 0.403801 0.552577 0.447423 -0.201558 0.011671 -0.553620 0.029836
d50072 RUPsc 2459132.95125586 3898.712157 0.632392 -0.330042 0.432482 0.148493 0.020472 0.981299 0.010551 0.014580 0.108859 0.125188 0.164950 3898.685150 0.087214 0.844484 0.387065 0.468838 0.531162 0.968897 0.539046 0.618596 0.381404 -0.385095 0.016927 -0.588366 0.016527
d50073 RUPsc 2459132.96389264 3901.945209 nan -1.404959 nan 1.705794 nan 1.030828 nan 0.010981 0.178564 5.827660 nan 3898.521249 0.091901 0.908754 0.360286 0.235287 0.764713 0.981751 1.639629 0.831964 0.168036 -0.622609 0.012351 -0.738384 0.023754
d50074 RUPsc 2459132.97651717 3903.400943 nan -1.120475 nan 3.870600 nan 1.358133 nan 0.021221 0.082414 8.004392 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50075 RUPsc 2459132.98909064 3898.499891 1.755435 -0.269426 0.992071 0.126873 0.020462 0.996389 0.009283 0.020179 0.078627 0.085994 0.316948 3898.492085 0.049053 0.875287 0.312727 0.486819 0.513181 0.975057 0.444017 0.596023 0.403977 -0.170817 0.014550 -0.786003 0.008598
d10006 RUPsc 2459128.68006565 3898.513025 0.057014 -0.238854 0.045557 0.154871 0.023026 0.982266 0.013365 0.026518 0.094544 0.094398 0.022829 3898.519875 0.078209 0.861235 0.372655 0.569494 0.430506 0.972247 0.808336 0.579696 0.420304 0.118685 0.009036 -0.555346 0.027120
d10007 RUPsc 2459128.69413156 3898.681886 nan -7.629446 nan 2.445758 nan 8.450709 nan 0.707277 -0.013428 5.534816 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d10008 RUPsc 2459128.70660055 3898.447782 0.045823 -0.299684 0.048666 0.151918 0.019106 1.002884 0.013366 0.026930 0.118588 0.113792 0.023373 3898.475261 0.084987 0.848042 0.406701 0.524356 0.475644 0.969608 0.598411 0.496175 0.503825 0.220609 0.023432 -0.529963 0.021867
d10009 RUPsc 2459128.71934178 3898.439581 0.049270 -0.285191 0.049268 0.143041 0.021062 0.969003 0.013810 0.031497 0.108490 0.105527 0.023954 3898.454918 0.100990 0.817872 0.360932 0.450516 0.549484 0.963574 0.719388 0.503043 0.496957 0.020546 0.014199 -0.248474 0.021722
d10011 RUPsc 2459128.74350673 3898.583036 0.112982 0.419653 0.153156 0.066455 0.021621 0.973918 0.030825 0.103933 -0.069302 -0.071777 -0.035093 3898.691438 -0.088198 1.085759 0.375887 0.787785 0.212215 1.017152 0.313239 0.945341 0.054659 0.357959 0.010406 -0.839685 0.015205
d10012 RUPsc 2459128.75597332 3898.473309 0.049536 -0.312297 0.053092 0.139464 0.019709 1.001272 0.013505 0.023066 0.105381 0.109035 0.024105 3898.513818 0.073156 0.820020 0.312080 0.596171 0.403829 0.964004 0.470892 0.506479 0.493521 0.314951 0.010830 -0.204651 0.032551
d10013 RUPsc 2459128.76848841 3898.506338 0.051269 -0.305480 0.051642 0.140792 0.018454 1.000724 0.014653 0.023030 0.098557 0.107730 0.023045 3898.519959 0.066692 0.816953 0.302914 0.515848 0.484152 0.963391 0.459020 0.475435 0.524565 0.160185 0.017251 -0.552089 0.008210
d10014 RUPsc 2459128.78110323 3898.522197 0.053421 -0.313481 0.061937 0.140090 0.022189 1.001014 0.016511 0.029155 0.105610 0.109969 0.027847 3898.562163 0.073535 0.807342 0.300337 0.553501 0.446499 0.961468 0.474316 0.507365 0.492635 0.146821 0.009775 -0.655663 0.005057
d10016 RUPsc 2459128.79886356 3898.548572 0.061440 -0.312556 0.065344 0.137579 0.023650 0.996345 0.018498 0.026365 0.101773 0.108184 0.029281 3898.573850 0.073167 0.800165 0.299740 0.542564 0.457436 0.960033 0.495367 0.525819 0.474181 -0.069564 0.014736 -0.612684 0.025413
d10017 RUPsc 2459128.81127182 3898.600748 0.100741 -0.471129 0.159063 0.151562 0.044170 1.086042 0.045774 0.112319 0.175164 0.164806 0.073505 3898.596341 0.080749 0.809984 0.309566 0.502222 0.497778 0.961997 0.478011 0.505377 0.494623 0.148249 0.019087 0.106995 0.030342
d10018 RUPsc 2459128.82372869 3898.583481 0.086032 -0.310891 0.090045 0.126717 0.027524 0.996021 0.020469 0.045314 0.099009 0.099144 0.035893 3898.630903 0.070406 0.801765 0.289932 0.496436 0.503564 0.960353 0.427664 0.537333 0.462667 -0.053956 0.012787 -0.722613 0.017756
d10019 RUPsc 2459128.83609312 3898.635355 0.068031 -0.305258 0.074845 0.144825 0.026591 1.000363 0.021872 0.046405 0.102552 0.110776 0.033932 3898.660959 0.070946 0.794113 0.293776 0.516671 0.483329 0.958823 0.472301 0.578324 0.421676 -0.102916 0.008788 -0.552775 0.024299
d10021 RUPsc 2459128.85327511 3898.664951 0.068889 -0.304700 0.072153 0.144526 0.028398 1.000526 0.020094 0.050634 0.098109 0.110327 0.033948 3898.671050 0.066373 0.803880 0.310098 0.456574 0.543426 0.960776 0.473025 0.537938 0.462062 -0.154730 0.008987 -0.597574 0.006886
d10022 RUPsc 2459128.86571486 3898.680228 0.078045 -0.308124 0.079750 0.143009 0.029983 0.994321 0.020918 0.060791 0.112543 0.111084 0.037001 3898.711708 0.085380 0.794424 0.321319 0.554786 0.445214 0.958885 0.486736 0.542872 0.457128 -0.029091 0.012379 -0.712651 0.014047
d10023 RUPsc 2459128.87808305 3898.701625 0.085858 -0.306439 0.096509 0.144640 0.035374 0.998197 0.022716 0.059605 0.100245 0.111303 0.044381 3898.710103 0.070263 0.795936 0.291743 0.464679 0.535321 0.959187 0.437328 0.474908 0.525092 -0.036595 0.018057 -0.663446 0.018626
d10024 RUPsc 2459128.89039795 3898.984421 nan -5.677658 nan 1.457678 nan 6.372924 nan 3.838206 -0.090781 3.255233 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d10026 RUPsc 2459128.90731998 3898.731164 0.057850 -0.501146 0.092721 0.125425 0.018142 1.074882 0.019809 0.158332 0.162097 0.146581 0.034424 3898.762213 0.086606 0.763605 0.290986 0.496128 0.503872 0.952721 0.393454 0.529229 0.470771 -0.314382 0.022492 0.048553 0.037781
d10027 BAD -9999.0 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000
d10028 RUPsc 2459128.93202967 3898.774158 0.081388 -0.311167 0.095109 0.141028 0.033318 0.995230 0.026125 0.108202 0.112494 0.110526 0.042698 3898.780002 0.084664 0.770438 0.261012 0.378075 0.621925 0.954088 0.454050 0.466674 0.533326 -0.377044 0.004789 -0.045139 0.022805
d10029 RUPsc 2459128.94441852 3898.791956 0.073962 -0.276673 0.076934 0.122465 0.027847 0.894227 0.018183 0.050440 0.109613 0.094978 0.034116 3898.793610 0.146219 0.760670 0.330611 0.461972 0.538028 0.952134 0.655940 0.562622 0.437378 -0.274550 0.020025 -0.443261 0.038610
d20011 RUPsc 2459129.6419371 3898.679699 0.070957 -0.305981 0.067614 0.138992 0.030599 0.901516 0.017663 0.090475 0.122740 0.118249 0.036885 3898.688653 0.162620 0.763197 0.376086 0.499258 0.500742 0.952639 0.814414 0.511623 0.488377 0.020185 0.007410 -0.567817 0.029826
d20012 RUPsc 2459129.65414382 3898.694337 0.103571 -0.307177 0.106030 0.143857 0.035581 1.005739 0.025855 0.097249 0.096566 0.110135 0.046768 3898.730511 0.060763 0.803124 0.278928 0.506265 0.493735 0.960625 0.443724 0.563591 0.436409 -0.135660 0.010764 -0.712057 0.028471
d20013 RUPsc 2459129.6663502 3898.745639 0.105779 -0.341835 0.088877 0.109505 0.029614 0.984958 0.024028 0.048380 0.102091 0.095263 0.035737 3898.740245 0.079127 0.793248 0.261125 0.496031 0.503969 0.958650 0.486184 0.541728 0.458272 -0.025700 0.013560 -0.426583 0.013464
d20014 RUPsc 2459129.6785567 3898.742307 0.082977 -0.305775 0.084777 0.146007 0.033185 0.996876 0.024066 0.070849 0.106122 0.112260 0.040246 3898.760599 0.077109 0.829049 0.337522 0.522225 0.477775 0.965810 0.483852 0.556398 0.443602 -0.012917 0.020122 -0.429953 0.036151
d20016 RUPsc 2459129.69849967 3898.770818 0.078919 -0.289291 0.079908 0.146027 0.026854 0.988338 0.022179 0.056298 0.099339 0.107140 0.035553 3898.805555 0.077085 0.785737 0.277435 0.592653 0.407347 0.957147 0.440161 0.598835 0.401165 0.008876 0.020392 -0.300925 0.064348
d20017 RUPsc 2459129.71070616 3898.536977 0.218293 0.434233 0.322975 0.106008 0.061591 0.850977 0.069623 0.975517 -0.223512 -0.135592 -0.127973 3898.568994 -0.128167 1.067363 0.595165 0.552361 0.447639 1.013473 0.595165 0.552361 0.447639 -0.620791 0.013955 -0.437811 0.024847
d20018 RUPsc 2459129.72291266 3898.770860 0.083113 -0.317848 0.095488 0.134858 0.034298 0.999026 0.025511 0.074135 0.108270 0.107550 0.042333 3898.823190 0.077603 0.780668 0.274126 0.545937 0.454063 0.956134 0.474402 0.543349 0.456651 -0.114606 0.013851 -0.531528 0.026199
d20019 RUPsc 2459129.73511938 3897.914623 nan -10.527083 nan 7.046371 nan 11.287789 nan 0.058487 -0.010022 16.472313 nan 3898.305167 0.207600 1.004731 0.501192 0.942031 0.057969 1.000946 0.501192 0.942031 0.057969 0.017308 0.009496 -1.189598 0.008524
d20021 RUPsc 2459129.75371097 3898.743000 3.215601 -0.300000 2.673537 0.050000 0.121418 1.000000 0.338124 2.282386 0.094386 0.037599 0.347295 3898.759119 0.063061 0.758300 0.199378 0.462449 0.537551 0.951660 0.250601 0.572324 0.427676 -0.228842 0.014621 -0.750031 0.007616
d20024 RUPsc 2459129.79033041 3898.788678 0.055866 -0.303554 0.062191 0.140044 0.022437 1.001878 0.015670 0.020431 0.102965 0.106360 0.027662 3898.798013 0.070304 0.829711 0.357165 0.464752 0.535248 0.965942 0.464935 0.479793 0.520207 -0.177120 0.017679 -0.697402 0.017642
d20026 RUPsc 2459129.81356219 3898.778773 0.039311 -0.302716 0.042071 0.150442 0.016950 0.998555 0.011462 0.009451 0.118354 0.114320 0.020453 3898.777882 0.088125 0.845456 0.387872 0.496264 0.503736 0.969091 0.668101 0.491778 0.508222 -0.064763 0.011313 -0.475634 0.020938
d20027 RUPsc 2459129.82576883 3898.729256 0.044638 -0.297531 0.044314 0.148443 0.016177 0.999479 0.012054 0.011380 0.103170 0.110767 0.020442 3898.703636 0.072265 0.868416 0.416587 0.459106 0.540894 0.973683 0.617029 0.487765 0.512235 -0.187939 0.021353 -0.567204 0.030208
d20028 RUPsc 2459129.83797526 3898.657395 0.043463 -0.292287 0.045200 0.147035 0.017868 1.001460 0.012963 0.012862 0.102813 0.107569 0.021156 3898.636783 0.070358 0.865627 0.389415 0.422584 0.577416 0.973125 0.758768 0.533302 0.466698 -0.411006 0.015832 0.017070 0.025047
d20029 RUPsc 2459129.85018179 3898.575778 0.047445 -0.268004 0.040896 0.148877 0.017196 0.998040 0.011188 0.011165 0.100742 0.100210 0.019178 3898.554024 0.071001 0.869535 0.366421 0.353632 0.646368 0.973907 0.748152 0.555860 0.444140 -0.378523 0.011482 -0.300168 0.020785
d20031 RUPsc 2459129.86773815 3898.518756 0.045139 -0.293884 0.045675 0.149312 0.017774 1.000568 0.012911 0.012149 0.103859 0.109929 0.021521 3898.516759 0.072077 0.862358 0.366027 0.474923 0.525077 0.972472 0.676280 0.527166 0.472834 -0.148727 0.010264 -0.537216 0.015765
d20032 RUPsc 2459129.87994471 3898.494598 0.043714 -0.294922 0.045958 0.144570 0.018111 1.000868 0.011930 0.009592 0.101936 0.106782 0.021350 3898.495863 0.069938 0.845884 0.338056 0.438699 0.561301 0.969177 0.604673 0.531504 0.468496 -0.146610 0.006536 -0.416738 0.009993
d20033 RUPsc 2459129.89215131 3898.481454 0.042661 -0.307607 0.043350 0.146960 0.015374 0.976019 0.011974 0.012186 0.116474 0.116099 0.020377 3898.494541 0.104141 0.826881 0.328728 0.495902 0.504098 0.965376 0.707790 0.478427 0.521573 -0.132952 0.008452 -0.442303 0.008803
d20034 RUPsc 2459129.90435769 3898.493633 0.049839 -0.304247 0.052306 0.147050 0.019083 1.001105 0.013528 0.012840 0.109004 0.112021 0.024129 3898.500052 0.076830 0.832063 0.343163 0.500502 0.499498 0.966413 0.583070 0.518013 0.481987 -0.045299 0.014275 -0.625295 0.017550
d20036 RUPsc 2459129.92042646 3898.496516 0.046957 -0.306838 0.052821 0.144117 0.020019 1.001134 0.014177 0.017711 0.108047 0.110719 0.024491 3898.511087 0.075849 0.800303 0.275103 0.522394 0.477606 0.960061 0.492919 0.475652 0.524348 -0.003775 0.010549 -0.186435 0.026533
d20037 RUPsc 2459129.93263283 3898.492205 0.141015 -0.303693 0.153932 0.145732 0.057208 1.002925 0.042551 0.117537 0.119250 0.110615 0.070915 3898.486979 0.085708 0.811113 0.288950 0.415380 0.584620 0.962223 0.498482 0.434554 0.565446 -0.344229 0.010532 0.114654 0.021367
d20038 RUPsc 2459129.94483972 3898.523696 0.065217 -0.312937 0.068019 0.144175 0.023866 0.998424 0.017585 0.030374 0.111404 0.113272 0.030948 3898.528591 0.081285 0.784232 0.280268 0.409625 0.590375 0.956846 0.517153 0.471296 0.528704 -0.013076 0.015819 -0.456520 0.021234
d20039 RUPsc 2459129.95704625 3898.538256 0.063000 -0.316374 0.069711 0.136102 0.023295 0.994666 0.017468 0.032638 0.110071 0.108513 0.030276 3898.575904 0.082502 0.786494 0.283662 0.569366 0.430634 0.957299 0.510630 0.516164 0.483836 -0.005843 0.010487 -0.438901 0.021337
d20040 RUPsc 2459129.96939146 3898.535953 0.065096 -0.305493 0.065944 0.150191 0.027285 0.967976 0.021002 0.048564 0.113946 0.118815 0.033522 3898.565526 0.108064 0.778946 0.301912 0.431395 0.568605 0.955789 0.550172 0.477465 0.522535 -0.068309 0.011075 -0.346179 0.012667
d30009 RUPsc 2459130.64028516 3898.512730 0.045338 -0.171921 0.027980 0.199503 0.025259 0.775925 0.008325 0.008437 0.121336 0.110802 0.022847 3898.503358 0.329546 0.809802 1.159009 0.497578 0.502422 0.961960 1.159009 0.497578 0.502422 -0.674683 0.006749 0.521406 0.015486
d30010 RUPsc 2459130.65249164 3899.269256 0.164425 0.240447 0.062022 0.293012 0.041750 0.788875 0.010512 0.016967 -0.147307 -0.223865 -0.065969 3898.597979 0.090551 0.848462 0.348386 0.580061 0.419939 0.969692 0.955418 0.211515 0.788485 0.151413 0.009137 -1.083058 0.012592
d30011 RUPsc 2459130.66469809 3898.488975 0.051248 -0.236545 0.038698 0.184220 0.026098 0.980916 0.013684 0.015856 0.094506 0.111355 0.024098 3898.484700 0.082301 0.865555 0.490011 0.493811 0.506189 0.973111 0.892171 0.591085 0.408915 0.020518 0.022819 -0.389450 0.040306
d30012 RUPsc 2459130.67690456 3898.481059 0.058675 -0.230137 0.044981 0.158704 0.023768 0.979772 0.013550 0.015616 0.084851 0.093442 0.023009 3898.495668 0.070819 0.855532 0.418521 0.479428 0.520572 0.971106 0.720175 0.660488 0.339512 -0.206096 0.025427 -0.092956 0.086122
d30014 RUPsc 2459130.69785877 3898.484216 0.050078 -0.297409 0.048410 0.143994 0.017813 1.000219 0.013117 0.013804 0.101045 0.107323 0.021942 3898.478225 0.069557 0.835359 0.331338 0.420148 0.579852 0.967072 0.561248 0.539484 0.460516 -0.176125 0.014918 -0.347302 0.025431
d30015 RUPsc 2459130.71256863 3898.504643 0.044804 -0.303083 0.047082 0.141121 0.018726 1.000711 0.013340 0.014034 0.098390 0.107135 0.021888 3898.507204 0.066512 0.823443 0.285899 0.452883 0.547117 0.964689 0.522871 0.489867 0.510133 -0.087276 0.022586 -0.464442 0.021869
